100,508,naive,100,0.020298004150390625
100,508,linear,100,0.01306915283203125
100,508,naive,100,0.015490055084228516
100,508,linear,100,0.02148294448852539
100,508,naive,100,0.024717092514038086
100,508,linear,100,0.014513969421386719
100,1023,naive,100,0.03306007385253906
100,1023,linear,100,0.014900922775268555
100,1023,naive,100,0.025887012481689453
100,1023,linear,100,0.014890909194946289
100,1023,naive,100,0.02737712860107422
100,1023,linear,100,0.01467585563659668
100,1522,naive,100,0.039568185806274414
100,1522,linear,100,0.015696287155151367
100,1522,naive,100,0.03727316856384277
100,1522,linear,100,0.01540684700012207
100,1522,naive,100,0.03905081748962402
100,1522,linear,100,0.015501260757446289
100,2041,naive,100,0.0508120059967041
100,2041,linear,100,0.017913103103637695
100,2041,naive,100,0.050826072692871094
100,2041,linear,100,0.018137693405151367
100,2041,naive,100,0.05063509941101074
100,2041,linear,100,0.017967939376831055
100,2434,naive,100,0.06003975868225098
100,2434,linear,100,0.019569873809814453
100,2434,naive,100,0.06559014320373535
100,2434,linear,100,0.019489049911499023
100,2434,naive,100,0.06020998954772949
100,2434,linear,100,0.02009415626525879
200,1981,naive,200,0.07232904434204102
200,1981,linear,200,0.03225302696228027
200,1981,naive,200,0.06977105140686035
200,1981,linear,200,0.03140711784362793
200,1981,naive,200,0.07321381568908691
200,1981,linear,200,0.03213787078857422
200,4044,naive,200,0.14220118522644043
200,4044,linear,200,0.04118967056274414
200,4044,naive,200,0.14175915718078613
200,4044,linear,200,0.04130911827087402
200,4044,naive,200,0.14122319221496582
200,4044,linear,200,0.0411381721496582
200,6078,naive,200,0.23688387870788574
200,6078,linear,200,0.052088260650634766
200,6078,naive,200,0.23685693740844727
200,6078,linear,200,0.046584129333496094
200,6078,naive,200,0.23661088943481445
200,6078,linear,200,0.046906232833862305
200,7853,naive,200,0.3344130516052246
200,7853,linear,200,0.05416703224182129
200,7853,naive,200,0.3401298522949219
200,7853,linear,200,0.054028987884521484
200,7853,naive,200,0.3352220058441162
200,7853,linear,200,0.05388283729553223
200,10016,naive,200,0.44058799743652344
200,10016,linear,200,0.0665280818939209
200,10016,naive,200,0.46939873695373535
200,10016,linear,200,0.0655970573425293
200,10016,naive,200,0.45836591720581055
200,10016,linear,200,0.06344127655029297
500,12493,naive,500,0.6590249538421631
500,12493,linear,500,0.14767003059387207
500,12493,naive,500,0.67694091796875
500,12493,linear,500,0.14524507522583008
500,12493,naive,500,0.6734097003936768
500,12493,linear,500,0.14551401138305664
500,25008,naive,500,1.767063856124878
500,25008,linear,500,0.18535184860229492
500,25008,naive,500,1.7496588230133057
500,25008,linear,500,0.1790790557861328
500,25008,naive,500,1.8001580238342285
500,25008,linear,500,0.17876601219177246
500,37433,naive,500,3.315073013305664
500,37433,linear,500,0.23745989799499512
500,37433,naive,500,3.273581027984619
500,37433,linear,500,0.22745180130004883
500,37433,naive,500,3.277669906616211
500,37433,linear,500,0.22644805908203125
500,49571,naive,500,4.876177072525024
500,49571,linear,500,0.2775721549987793
500,49571,naive,500,4.776848077774048
500,49571,linear,500,0.27315402030944824
500,49571,naive,500,4.80774998664856
500,49571,linear,500,0.28939008712768555
500,62341,naive,500,6.416589736938477
500,62341,linear,500,0.325333833694458
500,62341,naive,500,6.35534405708313
500,62341,linear,500,0.32601022720336914
500,62341,naive,500,6.338541746139526
500,62341,linear,500,0.3360741138458252
1000,49890,naive,1000,4.383899927139282
1000,49890,linear,1000,0.45828819274902344
1000,49890,naive,1000,4.38755989074707
1000,49890,linear,1000,0.4623298645019531
1000,49890,naive,1000,4.41544508934021
1000,49890,linear,1000,0.4627511501312256
1000,99363,naive,1000,13.196367263793945
1000,99363,linear,1000,0.6206388473510742
1000,99363,naive,1000,13.017188787460327
1000,99363,linear,1000,0.6447508335113525
1000,99363,naive,1000,13.096359014511108
1000,99363,linear,1000,0.6345460414886475
1000,149641,naive,1000,25.08723521232605
1000,149641,linear,1000,0.8149182796478271
1000,149641,naive,1000,25.472999095916748
1000,149641,linear,1000,0.8090822696685791
1000,149641,naive,1000,25.27998995780945
1000,149641,linear,1000,0.786628007888794
1000,199722,naive,1000,39.70444107055664
1000,199722,linear,1000,1.0116758346557617
1000,199722,naive,1000,38.61721611022949
1000,199722,linear,1000,1.0129878520965576
1000,199722,naive,1000,38.372106075286865
1000,199722,linear,1000,1.014923095703125
1000,250400,naive,1000,52.11986684799194
1000,250400,linear,1000,1.2420690059661865
1000,250400,naive,1000,51.500572204589844
1000,250400,linear,1000,1.2379419803619385
1000,250400,naive,1000,51.9832649230957
1000,250400,linear,1000,1.229506015777588
103,122,naive,4,0.0036602020263671875
103,122,linear,4,0.004838228225708008
103,122,naive,4,0.003367900848388672
103,122,linear,4,0.004807233810424805
103,122,naive,4,0.003203868865966797
103,122,linear,4,0.004789113998413086
101,137,naive,5,0.005875110626220703
101,137,linear,5,0.004762172698974609
101,137,naive,5,0.0058400630950927734
101,137,linear,5,0.00492095947265625
101,137,naive,5,0.00584101676940918
101,137,linear,5,0.0046939849853515625
101,237,naive,10,0.0054399967193603516
101,237,linear,10,0.005898237228393555
101,237,naive,10,0.005295991897583008
101,237,linear,10,0.0059261322021484375
101,237,naive,10,0.0051190853118896484
101,237,linear,10,0.005894184112548828
119,278,naive,20,0.0038118362426757812
119,278,linear,20,0.009300947189331055
119,278,naive,20,0.0038650035858154297
119,278,linear,20,0.009378671646118164
119,278,naive,20,0.003835916519165039
119,278,linear,20,0.009347915649414062
101,635,naive,50,0.01071786880493164
101,635,linear,50,0.01155400276184082
101,635,naive,50,0.010609865188598633
101,635,linear,50,0.011500120162963867
101,635,naive,50,0.01051187515258789
101,635,linear,50,0.011610746383666992
201,206,naive,4,0.010650873184204102
201,206,linear,4,0.011696815490722656
201,206,naive,4,0.010584831237792969
201,206,linear,4,0.011733770370483398
201,206,naive,4,0.030055999755859375
201,206,linear,4,0.011703014373779297
201,445,naive,5,0.009310007095336914
201,445,linear,5,0.012629985809326172
201,445,naive,5,0.009065866470336914
201,445,linear,5,0.012398958206176758
201,445,naive,5,0.009447097778320312
201,445,linear,5,0.01247096061706543
201,321,naive,10,0.007132053375244141
201,321,linear,10,0.015238285064697266
201,321,naive,10,0.007068157196044922
201,321,linear,10,0.014896869659423828
201,321,naive,10,0.007353067398071289
201,321,linear,10,0.014966011047363281
201,1099,naive,20,0.021455049514770508
201,1099,linear,20,0.01869797706604004
201,1099,naive,20,0.02643609046936035
201,1099,linear,20,0.018615007400512695
201,1099,naive,20,0.021438121795654297
201,1099,linear,20,0.01848602294921875
201,2645,naive,50,0.06850790977478027
201,2645,linear,50,0.0288388729095459
201,2645,naive,50,0.06818461418151855
201,2645,linear,50,0.028731822967529297
201,2645,naive,50,0.06834816932678223
201,2645,linear,50,0.03334689140319824
503,492,naive,4,0.01807117462158203
503,492,linear,4,0.04535508155822754
503,492,naive,4,0.018024921417236328
503,492,linear,4,0.04029107093811035
503,492,naive,4,0.01776885986328125
503,492,linear,4,0.04019880294799805
501,965,naive,5,0.02338695526123047
501,965,linear,5,0.0460810661315918
501,965,naive,5,0.023400068283081055
501,965,linear,5,0.04608726501464844
501,965,naive,5,0.023010730743408203
501,965,linear,5,0.05209183692932129
501,1654,naive,10,0.041227102279663086
501,1654,linear,10,0.04781794548034668
501,1654,naive,10,0.04149603843688965
501,1654,linear,10,0.04255390167236328
501,1654,naive,10,0.0411839485168457
501,1654,linear,10,0.042466163635253906
519,2163,naive,20,0.03833174705505371
519,2163,linear,20,0.058815956115722656
519,2163,naive,20,0.038481950759887695
519,2163,linear,20,0.058354854583740234
519,2163,naive,20,0.03826785087585449
519,2163,linear,20,0.059065818786621094
501,4150,naive,50,0.09247303009033203
501,4150,linear,50,0.10176897048950195
501,4150,naive,50,0.09204792976379395
501,4150,linear,50,0.10646224021911621
501,4150,naive,50,0.09189295768737793
501,4150,linear,50,0.10103917121887207
1001,1789,naive,4,0.052104949951171875
1001,1789,linear,4,0.11259174346923828
1001,1789,naive,4,0.05199003219604492
1001,1789,linear,4,0.10497570037841797
1001,1789,naive,4,0.051687002182006836
1001,1789,linear,4,0.10411286354064941
1001,2776,naive,5,0.09035801887512207
1001,2776,linear,5,0.09567999839782715
1001,2776,naive,5,0.08357095718383789
1001,2776,linear,5,0.10145902633666992
1001,2776,naive,5,0.08416581153869629
1001,2776,linear,5,0.09562897682189941
1001,6607,naive,10,0.2283341884613037
1001,6607,linear,10,0.10800504684448242
1001,6607,naive,10,0.22753381729125977
1001,6607,linear,10,0.10748696327209473
1001,6607,naive,10,0.23385906219482422
1001,6607,linear,10,0.10673713684082031
1001,5883,naive,20,0.14548397064208984
1001,5883,linear,20,0.1411142349243164
1001,5883,naive,20,0.14558100700378418
1001,5883,linear,20,0.1399381160736084
1001,5883,naive,20,0.14616918563842773
1001,5883,linear,20,0.1404118537902832
1001,9975,naive,50,0.24084687232971191
1001,9975,linear,50,0.29357290267944336
1001,9975,naive,50,0.2502431869506836
1001,9975,linear,50,0.29549503326416016
1001,9975,naive,50,0.24587607383728027
1001,9975,linear,50,0.2941780090332031
